title,ingredients,instructions,picture_link
Perfect Pumpkin Pie,"['1 (15 ounce) can pumpkin ADVERTISEMENT', '1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk ADVERTISEMENT', '2 large eggs ADVERTISEMENT', '1 teaspoon ground cinnamon ADVERTISEMENT', '1/2 teaspoon ground ginger ADVERTISEMENT', '1/2 teaspoon ground nutmeg ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1 (9 inch) unbaked pie crust ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 425 degrees F. Whisk pumpkin, sweetened condensed milk, eggs, spices and salt in medium bowl until smooth. Pour into crust. Bake 15 minutes.
Reduce oven temperature to 350 degrees F and continue baking 35 to 40 minutes or until knife inserted 1 inch from crust comes out clean. Cool. Garnish as desired. Store leftovers covered in refrigerator.
",PQ1U6vjcbE6NxI7RbkEzIOu3ms7eIme
Mexican Rice II,"['3 tablespoons vegetable oil ADVERTISEMENT', '1 cup uncooked long-grain rice ADVERTISEMENT', '1 teaspoon garlic salt ADVERTISEMENT', '1/2 teaspoon ground cumin ADVERTISEMENT', '1/4 cup chopped onion ADVERTISEMENT', '1/2 cup tomato sauce ADVERTISEMENT', '2 cups chicken broth ADVERTISEMENT', 'ADVERTISEMENT']","Heat oil in a large saucepan over medium heat and add rice. Cook, stirring constantly, until puffed and golden. While rice is cooking, sprinkle with salt and cumin.
Stir in onions and cook until tender. Stir in tomato sauce and chicken broth; bring to a boil. Reduce heat to low, cover and simmer for 20 to 25 minutes. Fluff with a fork.
",vjuQ1T8QZuc6GQnspidFu3b4Z9UVDHa
One Bowl Chocolate Cake III,"['2 cups white sugar ADVERTISEMENT', '1 3/4 cups all-purpose flour ADVERTISEMENT', '3/4 cup unsweetened cocoa powder ADVERTISEMENT', '1 1/2 teaspoons baking powder ADVERTISEMENT', '1 1/2 teaspoons baking soda ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1 cup milk ADVERTISEMENT', '1/2 cup vegetable oil ADVERTISEMENT', '2 teaspoons vanilla extract ADVERTISEMENT', '1 cup boiling water ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans.
In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans.
Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely.
",4Us//GETB7rasrKcBKea/aW5yZrYqPS
Chicken Tikka Masala,"['1 cup yogurt ADVERTISEMENT', '1 tablespoon lemon juice ADVERTISEMENT', '2 teaspoons ground cumin ADVERTISEMENT', '1 teaspoon ground cinnamon ADVERTISEMENT', '2 teaspoons cayenne pepper ADVERTISEMENT', '2 teaspoons freshly ground black pepper ADVERTISEMENT', '1 tablespoon minced fresh ginger ADVERTISEMENT', '4 teaspoons salt, or to taste ADVERTISEMENT', '3 boneless skinless chicken breasts, cut into bite-size pieces ADVERTISEMENT', '4 long skewers ADVERTISEMENT', '1 tablespoon butter ADVERTISEMENT', '1 clove garlic, minced ADVERTISEMENT', '1 jalapeno pepper, finely chopped ADVERTISEMENT', '2 teaspoons ground cumin ADVERTISEMENT', '2 teaspoons paprika ADVERTISEMENT', '1 tablespoon salt, or to taste ADVERTISEMENT', '1 (8 ounce) can tomato sauce ADVERTISEMENT', '1 cup heavy cream ADVERTISEMENT', '1/4 cup chopped fresh cilantro ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, combine yogurt, lemon juice, 2 teaspoons cumin, cinnamon, cayenne, black pepper, ginger, and 4 teaspoons salt. Stir in chicken, cover, and refrigerate for 1 hour.
Preheat a grill for high heat.
Lightly oil the grill grate. Thread chicken onto skewers, and discard marinade. Grill until juices run clear, about 5 minutes on each side.
Melt butter in a large heavy skillet over medium heat. Saute garlic and jalapeno for 1 minute. Season with 2 teaspoons cumin, paprika, and 3 teaspoons salt. Stir in tomato sauce and cream. Simmer on low heat until sauce thickens, about 20 minutes. Add grilled chicken, and simmer for 10 minutes. Transfer to a serving platter, and garnish with fresh cilantro.
",ce8FB2jsrOlpQIEJ.NrfJqx8OvBpk8.
Roasted Garlic Cauliflower,"['2 tablespoons minced garlic ADVERTISEMENT', '3 tablespoons olive oil ADVERTISEMENT', '1 large head cauliflower, separated into florets ADVERTISEMENT', '1/3 cup grated Parmesan cheese ADVERTISEMENT', 'salt and black pepper to taste ADVERTISEMENT', '1 tablespoon chopped fresh parsley ADVERTISEMENT', 'ADVERTISEMENT']","Preheat the oven to 450 degrees F (220 degrees C). Grease a large casserole dish.
Place the olive oil and garlic in a large resealable bag. Add cauliflower, and shake to mix. Pour into the prepared casserole dish, and season with salt and pepper to taste.
Bake for 25 minutes, stirring halfway through. Top with Parmesan cheese and parsley, and broil for 3 to 5 minutes, until golden brown.
",NjBvq9VO1KSvMkV0/XuVBe44osyniOu
Cajun Chicken Pasta,"['4 ounces linguine pasta ADVERTISEMENT', '2 boneless, skinless chicken breast halves, sliced into thin strips ADVERTISEMENT', '2 teaspoons Cajun seasoning ADVERTISEMENT', '2 tablespoons butter ADVERTISEMENT', '1 green bell pepper, chopped ADVERTISEMENT', '1/2 red bell pepper, chopped ADVERTISEMENT', '4 fresh mushrooms, sliced ADVERTISEMENT', '1 green onion, minced ADVERTISEMENT', '1 1/2 cups heavy cream ADVERTISEMENT', '1/4 teaspoon dried basil ADVERTISEMENT', '1/4 teaspoon lemon pepper ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '1/8 teaspoon garlic powder ADVERTISEMENT', '1/8 teaspoon ground black pepper ADVERTISEMENT', '2 tablespoons grated Parmesan cheese ADVERTISEMENT', 'ADVERTISEMENT']","Bring a large pot of lightly salted water to a boil. Add linguini pasta, and cook for 8 to 10 minutes, or until al dente; drain.
Meanwhile, place chicken and Cajun seasoning in a bowl, and toss to coat.
In a large skillet over medium heat, saute chicken in butter until no longer pink and juices run clear, about 5 to 7 minutes. Add green and red bell peppers, sliced mushrooms and green onions; cook for 2 to 3 minutes. Reduce heat, and stir in heavy cream. Season the sauce with basil, lemon pepper, salt, garlic powder and ground black pepper, and heat through.
In a large bowl, toss linguini with sauce. Sprinkle with grated Parmesan cheese.
",Mbp85k0hMF23Zt8Q9ke5lu9F64nTG7K
Strawberry Spinach Salad I,"['2 tablespoons sesame seeds ADVERTISEMENT', '1 tablespoon poppy seeds ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1/2 cup olive oil ADVERTISEMENT', '1/4 cup distilled white vinegar ADVERTISEMENT', '1/4 teaspoon paprika ADVERTISEMENT', '1/4 teaspoon Worcestershire sauce ADVERTISEMENT', '1 tablespoon minced onion ADVERTISEMENT', '10 ounces fresh spinach - rinsed, dried and torn into bite-size pieces ADVERTISEMENT', '1 quart strawberries - cleaned, hulled and sliced ADVERTISEMENT', '1/4 cup almonds, blanched and slivered ADVERTISEMENT', 'ADVERTISEMENT']","In a medium bowl, whisk together the sesame seeds, poppy seeds, sugar, olive oil, vinegar, paprika, Worcestershire sauce and onion. Cover, and chill for one hour.
In a large bowl, combine the spinach, strawberries and almonds. Pour dressing over salad, and toss. Refrigerate 10 to 15 minutes before serving.
",VrCjFAIDXuBBE6YaEDDkgiLeAwX4XTq
Stuffed Green Peppers I,"['6 green bell peppers ADVERTISEMENT', 'salt to taste ADVERTISEMENT', '1 pound ground beef ADVERTISEMENT', '1/3 cup chopped onion ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '1 (14.5 ounce) can whole peeled tomatoes, chopped ADVERTISEMENT', '1 teaspoon Worcestershire sauce ADVERTISEMENT', '1/2 cup uncooked rice ADVERTISEMENT', '1/2 cup water ADVERTISEMENT', '1 cup shredded Cheddar cheese ADVERTISEMENT', '2 (10.75 ounce) cans condensed tomato soup ADVERTISEMENT', 'water as needed ADVERTISEMENT', 'ADVERTISEMENT']","Bring a large pot of salted water to a boil. Cut the tops off the peppers, and remove the seeds. Cook peppers in boiling water for 5 minutes; drain. Sprinkle salt inside each pepper, and set aside.
In a large skillet, saute beef and onions for 5 minutes, or until beef is browned. Drain off excess fat, and season with salt and pepper. Stir in the tomatoes, rice, 1/2 cup water and Worcestershire sauce. Cover, and simmer for 15 minutes, or until rice is tender. Remove from heat, and stir in the cheese.
Preheat the oven to 350 degrees F. (175 degrees C). Stuff each pepper with the beef and rice mixture, and place peppers open side up in a baking dish. In a medium bowl, combine tomato soup with just enough water to make the soup a gravy consistency. Pour over the peppers.
Bake covered for 25 to 35 minutes, until heated through and cheese is melted and bubbly.
",yi98IqWv.oZYcmUPhW3Vgx9qIvcCw8y
Hot Artichoke and Spinach Dip II,"['1 (8 ounce) package cream cheese, softened ADVERTISEMENT', '1/4 cup mayonnaise ADVERTISEMENT', '1/4 cup grated Parmesan cheese ADVERTISEMENT', '1/4 cup grated Romano cheese ADVERTISEMENT', '1 clove garlic, peeled and minced ADVERTISEMENT', '1/2 teaspoon dried basil ADVERTISEMENT', '1/4 teaspoon garlic salt ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '1 (14 ounce) can artichoke hearts, drained and chopped ADVERTISEMENT', '1/2 cup frozen chopped spinach, thawed and drained ADVERTISEMENT', '1/4 cup shredded mozzarella cheese ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a small baking dish.
In a medium bowl, mix together cream cheese, mayonnaise, Parmesan cheese, Romano cheese, garlic, basil, garlic salt, salt and pepper. Gently stir in artichoke hearts and spinach.
Transfer the mixture to the prepared baking dish. Top with mozzarella cheese. Bake in the preheated oven 25 minutes, until bubbly and lightly browned.
",mOJNemvSZgKO.QTRBy2zIX5ugDd5sga
Peanut Butter Bars I,"['1 cup butter or margarine, melted ADVERTISEMENT', '2 cups graham cracker crumbs ADVERTISEMENT', ""2 cups confectioners' sugar ADVERTISEMENT"", '1 cup peanut butter ADVERTISEMENT', '1 1/2 cups semisweet chocolate chips ADVERTISEMENT', '4 tablespoons peanut butter ADVERTISEMENT', 'ADVERTISEMENT']","In a medium bowl, mix together the butter or margarine, graham cracker crumbs, confectioners' sugar, and 1 cup peanut butter until well blended. Press evenly into the bottom of an ungreased 9x13 inch pan.
In a metal bowl over simmering water, or in the microwave, melt the chocolate chips with the peanut butter, stirring occasionally until smooth. Spread over the prepared crust. Refrigerate for at least one hour before cutting into squares.
",sxKYBoX6Z1dCv1Kw.aMJfqjVWsI2z6G
Quick and Easy Pizza Crust,"['1 (.25 ounce) package active dry yeast ADVERTISEMENT', '1 teaspoon white sugar ADVERTISEMENT', '1 cup warm water (110 degrees F/45 degrees C) ADVERTISEMENT', '2 1/2 cups bread flour ADVERTISEMENT', '2 tablespoons olive oil ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 450 degrees F (230 degrees C). In a medium bowl, dissolve yeast and sugar in warm water. Let stand until creamy, about 10 minutes.
Stir in flour, salt and oil. Beat until smooth. Let rest for 5 minutes.
Turn dough out onto a lightly floured surface and pat or roll into a round. Transfer crust to a lightly greased pizza pan or baker's peel dusted with cornmeal. Spread with desired toppings and bake in preheated oven for 15 to 20 minutes, or until golden brown. Let baked pizza cool for 5 minutes before serving.
",HvwdVBtafHWr1Wmxlib5uu62R40Ddh.
Baked Honey Mustard Chicken,"['6 skinless, boneless chicken breast halves ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '1/2 cup honey ADVERTISEMENT', '1/2 cup prepared mustard ADVERTISEMENT', '1 teaspoon dried basil ADVERTISEMENT', '1 teaspoon paprika ADVERTISEMENT', '1/2 teaspoon dried parsley ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Sprinkle chicken breasts with salt and pepper to taste, and place in a lightly greased 9x13 inch baking dish. In a small bowl, combine the honey, mustard, basil, paprika, and parsley. Mix well. Pour 1/2 of this mixture over the chicken, and brush to cover.
Bake in the preheated oven for 30 minutes. Turn chicken pieces over and brush with the remaining 1/2 of the honey mustard mixture. Bake for an additional 10 to 15 minutes, or until chicken is no longer pink and juices run clear. Let cool 10 minutes before serving.
",K2JsEfOEj1fR28hffNbULZXQeFhilZW
Quick and Easy Chicken Noodle Soup,"['1 tablespoon butter ADVERTISEMENT', '1/2 cup chopped onion ADVERTISEMENT', '1/2 cup chopped celery ADVERTISEMENT', '4 (14.5 ounce) cans chicken broth ADVERTISEMENT', '1 (14.5 ounce) can vegetable broth ADVERTISEMENT', '1/2 pound chopped cooked chicken breast ADVERTISEMENT', '1 1/2 cups egg noodles ADVERTISEMENT', '1 cup sliced carrots ADVERTISEMENT', '1/2 teaspoon dried basil ADVERTISEMENT', '1/2 teaspoon dried oregano ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', 'ADVERTISEMENT']","In a large pot over medium heat, melt butter. Cook onion and celery in butter until just tender, 5 minutes. Pour in chicken and vegetable broths and stir in chicken, noodles, carrots, basil, oregano, salt and pepper. Bring to a boil, then reduce heat and simmer 20 minutes before serving.
",N9g1OJ3lhIkgEMLsRJOTF1KovHX6Yba
Golden Sweet Cornbread,"['1 cup all-purpose flour ADVERTISEMENT', '1 cup yellow cornmeal ADVERTISEMENT', '2/3 cup white sugar ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '3 1/2 teaspoons baking powder ADVERTISEMENT', '1 egg ADVERTISEMENT', '1 cup milk ADVERTISEMENT', '1/3 cup vegetable oil ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 400 degrees F (200 degrees C). Spray or lightly grease a 9 inch round cake pan.
In a large bowl, combine flour, cornmeal, sugar, salt and baking powder. Stir in egg, milk and vegetable oil until well combined. Pour batter into prepared pan.
Bake in preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the loaf comes out clean.
",dvQPkrQbLDWrNO2jLqYnfy/OVWPk0Xy
American Lasagna,"['1 1/2 pounds lean ground beef ADVERTISEMENT', '1 onion, chopped ADVERTISEMENT', '2 cloves garlic, minced ADVERTISEMENT', '1 tablespoon chopped fresh basil ADVERTISEMENT', '1 teaspoon dried oregano ADVERTISEMENT', '2 tablespoons brown sugar ADVERTISEMENT', '1 1/2 teaspoons salt ADVERTISEMENT', '1 (29 ounce) can diced tomatoes ADVERTISEMENT', '2 (6 ounce) cans tomato paste ADVERTISEMENT', '12 dry lasagna noodles ADVERTISEMENT', '2 eggs, beaten ADVERTISEMENT', '1 pint part-skim ricotta cheese ADVERTISEMENT', '1/2 cup grated Parmesan cheese ADVERTISEMENT', '2 tablespoons dried parsley ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 pound mozzarella cheese, shredded ADVERTISEMENT', '2 tablespoons grated Parmesan cheese ADVERTISEMENT', 'ADVERTISEMENT']","In a skillet over medium heat, brown ground beef, onion and garlic; drain fat. Mix in basil, oregano, brown sugar, 1 1/2 teaspoons salt, diced tomatoes and tomato paste. Simmer for 30 to 45 minutes, stirring occasionally.
Preheat oven to 375 degrees F (190 degrees C). Bring a large pot of lightly salted water to a boil. Add lasagna noodles, and cook for 5 to 8 minutes, or until al dente; drain. Lay noodles flat on towels, and blot dry.
In a medium bowl, mix together eggs, ricotta, Parmesan cheese, parsley and 1 teaspoon salt.
Layer 1/3 of the lasagna noodles in the bottom of a 9x13 inch baking dish. Cover noodles with 1/2 ricotta mixture, 1/2 of the mozzarella cheese and 1/3 of the sauce. Repeat. Top with remaining noodles and sauce. Sprinkle additional Parmesan cheese over the top.
Bake in the preheated oven 30 minutes. Let stand 10 minutes before serving.
",ETRYp6qHhrxurIdsuJKB2//udiMYYLa
Broccoli Cheese Soup,"['1/2 cup butter ADVERTISEMENT', '1 onion, chopped ADVERTISEMENT', '1 (16 ounce) package frozen chopped broccoli ADVERTISEMENT', '4 (14.5 ounce) cans chicken broth ADVERTISEMENT', '1 (1 pound) loaf processed cheese food, cubed ADVERTISEMENT', '2 cups milk ADVERTISEMENT', '1 tablespoon garlic powder ADVERTISEMENT', '2/3 cup cornstarch ADVERTISEMENT', '1 cup water ADVERTISEMENT', 'ADVERTISEMENT']","In a stockpot, melt butter over medium heat. Cook onion in butter until softened. Stir in broccoli, and cover with chicken broth. Simmer until broccoli is tender, 10 to 15 minutes.
Reduce heat, and stir in cheese cubes until melted. Mix in milk and garlic powder.
In a small bowl, stir cornstarch into water until dissolved. Stir into soup; cook, stirring frequently, until thick.
",XrO8ZJDnNtGMXqnu3GBU1W7E.sn6LnG
Artichoke Chicken,"['1 (15 ounce) can artichoke hearts, drained and chopped ADVERTISEMENT', '3/4 cup grated Parmesan cheese ADVERTISEMENT', '3/4 cup mayonnaise ADVERTISEMENT', '1 pinch garlic pepper ADVERTISEMENT', '4 skinless, boneless chicken breast halves ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C).
In a medium bowl, mix together the artichoke hearts, Parmesan cheese, mayonnaise, and garlic pepper. Place chicken in a greased baking dish, and cover evenly with artichoke mixture.
Bake, uncovered, for 30 minutes in the preheated oven, or until chicken is no longer pink in the center and juices run clear.
",LGtOVLvSdE9HRR0blUCMT44UEBk9lV.
Blueberry Zucchini Bread,"['3 eggs, lightly beaten ADVERTISEMENT', '1 cup vegetable oil ADVERTISEMENT', '3 teaspoons vanilla extract ADVERTISEMENT', '2 1/4 cups white sugar ADVERTISEMENT', '2 cups shredded zucchini ADVERTISEMENT', '3 cups all-purpose flour ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1/4 teaspoon baking soda ADVERTISEMENT', '1 tablespoon ground cinnamon ADVERTISEMENT', '1 pint fresh blueberries ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease 4 mini-loaf pans.
In a large bowl, beat together the eggs, oil, vanilla, and sugar. Fold in the zucchini. Beat in the flour, salt, baking powder, baking soda, and cinnamon. Gently fold in the blueberries. Transfer to the prepared mini-loaf pans.
Bake 50 minutes in the preheated oven, or until a knife inserted in the center of a loaf comes out clean. Cool 20 minutes in pans, then turn out onto wire racks to cool completely.
",b3530a0tmOVafaJlBf1tQQ3SQQpl9vS
Hamburger Steak with Onions and Gravy,"['1 pound ground beef ADVERTISEMENT', '1 egg ADVERTISEMENT', '1/4 cup bread crumbs ADVERTISEMENT', '1/8 teaspoon ground black pepper ADVERTISEMENT', '1/2 teaspoon seasoned salt ADVERTISEMENT', '1/2 teaspoon onion powder ADVERTISEMENT', '1/2 teaspoon garlic powder ADVERTISEMENT', '1 teaspoon Worcestershire sauce ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', '1 cup thinly sliced onion ADVERTISEMENT', '2 tablespoons all-purpose flour ADVERTISEMENT', '1 cup beef broth ADVERTISEMENT', '1 tablespoon cooking sherry ADVERTISEMENT', '1/2 teaspoon seasoned salt ADVERTISEMENT', 'ADVERTISEMENT']","In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties.
Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm.
Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes.
",bgB6IpvZd1wurJnz.x6dyZ36nWYHvVi
Sam's Famous Carrot Cake,"['3 eggs ADVERTISEMENT', '3/4 cup buttermilk ADVERTISEMENT', '3/4 cup vegetable oil ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '2 teaspoons vanilla extract ADVERTISEMENT', '2 teaspoons ground cinnamon ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '2 cups all-purpose flour ADVERTISEMENT', '2 teaspoons baking soda ADVERTISEMENT', '2 cups shredded carrots ADVERTISEMENT', '1 cup flaked coconut ADVERTISEMENT', '1 cup chopped walnuts ADVERTISEMENT', '1 (8 ounce) can crushed pineapple with juice ADVERTISEMENT', '1 cup raisins ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x12 inch pan.
In a medium bowl, sift together flour, baking soda, salt and cinnamon. Set aside.
In a large bowl, combine eggs, buttermilk, oil, sugar and vanilla. Mix well. Add flour mixture and mix well.
In a medium bowl, combine shredded carrots, coconut, walnuts, pineapple and raisins.
Using a large wooden spoon or a very heavy whisk, add carrot mixture to batter and fold in well.
Pour into prepared 8x12 inch pan, and bake at 350 degrees F (175 degrees C) for 1 hour. Check with toothpick.
Allow to cool for at least 20 minutes before serving.
",dKi1sSfWsTHX/JSoTPZY1qirIOly9em
Oatmeal Peanut Butter Cookies,"['1/2 cup shortening ADVERTISEMENT', '1/2 cup margarine, softened ADVERTISEMENT', '1 cup packed brown sugar ADVERTISEMENT', '3/4 cup white sugar ADVERTISEMENT', '1 cup peanut butter ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1 1/2 cups all-purpose flour ADVERTISEMENT', '2 teaspoons baking soda ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 cup quick-cooking oats ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
In a large bowl, cream together shortening, margarine, brown sugar, white sugar, and peanut butter until smooth. Beat in the eggs one at a time until well blended. Combine the flour, baking soda, and salt; stir into the creamed mixture. Mix in the oats until just combined. Drop by teaspoonfuls onto ungreased cookie sheets.
Bake for 10 to 15 minutes in the preheated oven, or until just light brown. Don't over-bake. Cool and store in an airtight container.
",L6rCjWZhFDiRC1d0B2GWO0eWToiR8ZC
Black Magic Cake,"['1 3/4 cups all-purpose flour ADVERTISEMENT', '2 cups white sugar ADVERTISEMENT', '3/4 cup unsweetened cocoa powder ADVERTISEMENT', '2 teaspoons baking soda ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1 cup strong brewed coffee ADVERTISEMENT', '1 cup buttermilk ADVERTISEMENT', '1/2 cup vegetable oil ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans or one 9x13 inch pan.
In large bowl combine flour, sugar, cocoa, baking soda, baking powder and salt. Make a well in the center.
Add eggs, coffee, buttermilk, oil and vanilla. Beat for 2 minutes on medium speed. Batter will be thin. Pour into prepared pans.
Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes, or until toothpick inserted into center of cake comes out clean. Cool for 10 minutes, then remove from pans and finish cooling on a wire rack. Fill and frost as desired.
",8Aal78fsR8yknKfdfG3wkMENGXUNIHG
Flourless Peanut Butter Cookies,"['1 cup peanut butter ADVERTISEMENT', '1 cup white sugar ADVERTISEMENT', '1 egg ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (180 degrees C).
Combine ingredients and drop by teaspoonfuls on cookie sheet. Bake for 8 minutes. Let cool. Recipe doesn't make very many, so you could double recipe as you desire.
",5.PQGayUk65DXmWAcxE31.mEUNmwLE6
Seven Layer Taco Dip,"['1 (1 ounce) package taco seasoning mix ADVERTISEMENT', '1 (16 ounce) can refried beans ADVERTISEMENT', '1 (8 ounce) package cream cheese, softened ADVERTISEMENT', '1 (16 ounce) container sour cream ADVERTISEMENT', '1 (16 ounce) jar salsa ADVERTISEMENT', '1 large tomato, chopped ADVERTISEMENT', '1 green bell pepper, chopped ADVERTISEMENT', '1 bunch chopped green onions ADVERTISEMENT', '1 small head iceberg lettuce, shredded ADVERTISEMENT', '1 (6 ounce) can sliced black olives, drained ADVERTISEMENT', '2 cups shredded Cheddar cheese ADVERTISEMENT', 'ADVERTISEMENT']","In a medium bowl, blend the taco seasoning mix and refried beans. Spread the mixture onto a large serving platter.
Mix the sour cream and cream cheese in a medium bowl. Spread over the refried beans.
Top the layers with salsa. Place a layer of tomato, green bell pepper, green onions and lettuce over the salsa, and top with Cheddar cheese. Garnish with black olives.
",ezlE6V6yp6ie2qwjWTRmEipoH8ibi2y
Ginger Glazed Mahi Mahi,"['3 tablespoons honey ADVERTISEMENT', '3 tablespoons soy sauce ADVERTISEMENT', '3 tablespoons balsamic vinegar ADVERTISEMENT', '1 teaspoon grated fresh ginger root ADVERTISEMENT', '1 clove garlic, crushed or to taste ADVERTISEMENT', '2 teaspoons olive oil ADVERTISEMENT', '4 (6 ounce) mahi mahi fillets ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', 'ADVERTISEMENT']","In a shallow glass dish, stir together the honey, soy sauce, balsamic vinegar, ginger, garlic and olive oil. Season fish fillets with salt and pepper, and place them into the dish. If the fillets have skin on them, place them skin side down. Cover, and refrigerate for 20 minutes to marinate.
Heat vegetable oil in a large skillet over medium-high heat. Remove fish from the dish, and reserve marinade. Fry fish for 4 to 6 minutes on each side, turning only once, until fish flakes easily with a fork. Remove fillets to a serving platter and keep warm.
Pour reserved marinade into the skillet, and heat over medium heat until the mixture reduces to a glaze consistently. Spoon glaze over fish, and serve immediately.
",SSf.5SMEYr5T5rKiiVqg3.WOub2/FRy
Gourmet Mushroom Risotto,"['6 cups chicken broth, divided ADVERTISEMENT', '3 tablespoons olive oil, divided ADVERTISEMENT', '1 pound portobello mushrooms, thinly sliced ADVERTISEMENT', '1 pound white mushrooms, thinly sliced ADVERTISEMENT', '2 shallots, diced ADVERTISEMENT', '1 1/2 cups Arborio rice ADVERTISEMENT', '1/2 cup dry white wine ADVERTISEMENT', 'sea salt to taste ADVERTISEMENT', 'freshly ground black pepper to taste ADVERTISEMENT', '3 tablespoons finely chopped chives ADVERTISEMENT', '4 tablespoons butter ADVERTISEMENT', '1/3 cup freshly grated Parmesan cheese ADVERTISEMENT', 'ADVERTISEMENT']","In a saucepan, warm the broth over low heat.
Warm 2 tablespoons olive oil in a large saucepan over medium-high heat. Stir in the mushrooms, and cook until soft, about 3 minutes. Remove mushrooms and their liquid, and set aside.
Add 1 tablespoon olive oil to skillet, and stir in the shallots. Cook 1 minute. Add rice, stirring to coat with oil, about 2 minutes. When the rice has taken on a pale, golden color, pour in wine, stirring constantly until the wine is fully absorbed. Add 1/2 cup broth to the rice, and stir until the broth is absorbed. Continue adding broth 1/2 cup at a time, stirring continuously, until the liquid is absorbed and the rice is al dente, about 15 to 20 minutes.
Remove from heat, and stir in mushrooms with their liquid, butter, chives, and parmesan. Season with salt and pepper to taste.
",uI.eG.cVZmdoS1I5Gb4qxWpSgpjC0uS
